id,method,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,gene,cell
"RAB31_T cell, CD4, memory TREG",Wald_ratio,1,0.045956701,0.019847351,NA,NA,0.020585146,NA,NA,NA,NA,NA,NA,NA,0.007055893,0.08485751,1.047029075,1.007080844,1.088561947,0.565496653,Breast cancer,ieu-a-1131,RAB31,"T cell, CD4, memory TREG"
"EFCAB8_T cell, CD4, TH17",Wald_ratio,1,0.045578221,0.022666588,NA,NA,0.044345444,NA,NA,NA,NA,NA,NA,NA,0.001151708,0.090004734,1.04663287,1.001152371,1.094179463,0.697001107,Breast cancer,ieu-a-1131,EFCAB8,"T cell, CD4, TH17"
"ARL17A_T cell, CD4, TH2",Wald_ratio,1,-0.069047824,0.023290759,NA,NA,0.00303075,NA,NA,NA,NA,NA,NA,NA,-0.114697711,-0.023397937,0.933282046,0.891635635,0.976873672,0.210685585,Breast cancer,ieu-a-1131,ARL17A,"T cell, CD4, TH2"
"ARL17A_T cell, CD4, naive activated",Wald_ratio,1,-0.060607981,0.020443886,NA,NA,0.00303075,NA,NA,NA,NA,NA,NA,NA,-0.100677998,-0.020537964,0.941192132,0.904224148,0.979671503,0.210685585,Breast cancer,ieu-a-1131,ARL17A,"T cell, CD4, naive activated"
"VIM-AS1_T cell, CD4, naive TREG",Wald_ratio,1,-0.051206844,0.021289498,NA,NA,0.016160824,NA,NA,NA,NA,NA,NA,NA,-0.092934259,-0.009479429,0.950082131,0.911253405,0.990565359,0.512677433,Breast cancer,ieu-a-1131,VIM-AS1,"T cell, CD4, naive TREG"
"VIM-AS1_T cell, CD8, naive",Wald_ratio,1,-0.044763996,0.018610852,NA,NA,0.016160824,NA,NA,NA,NA,NA,NA,NA,-0.081241266,-0.008286727,0.956223127,0.921971224,0.991747514,0.512677433,Breast cancer,ieu-a-1131,VIM-AS1,"T cell, CD8, naive"
"VIM-AS1_T cell, CD4, memory TREG",Wald_ratio,1,-0.055817188,0.023206271,NA,NA,0.016160824,NA,NA,NA,NA,NA,NA,NA,-0.101301479,-0.010332897,0.945712007,0.903660557,0.989720304,0.512677433,Breast cancer,ieu-a-1131,VIM-AS1,"T cell, CD4, memory TREG"
"WNT3_B cell, naive",Wald_ratio,1,-0.050499947,0.022468659,NA,NA,0.024603443,NA,NA,NA,NA,NA,NA,NA,-0.094538519,-0.006461376,0.950753979,0.909792689,0.993559454,0.571320379,Breast cancer,ieu-a-1131,WNT3,"B cell, naive"
"RP11-259G18.3_T cell, CD8, naive",Wald_ratio,1,-0.049192979,0.01949992,NA,NA,0.011644867,NA,NA,NA,NA,NA,NA,NA,-0.087412821,-0.010973137,0.951997397,0.91629875,0.989086849,0.440374073,Breast cancer,ieu-a-1131,RP11-259G18.3,"T cell, CD8, naive"
"RP11-259G18.3_T cell, CD4, naive activated",Wald_ratio,1,-0.045931812,0.018207205,NA,NA,0.011644867,NA,NA,NA,NA,NA,NA,NA,-0.081617933,-0.010245691,0.955107087,0.921624013,0.989806618,0.440374073,Breast cancer,ieu-a-1131,RP11-259G18.3,"T cell, CD4, naive activated"
"RP11-259G18.3_Monocyte, non-classical",Wald_ratio,1,-0.053029195,0.021788731,NA,NA,0.014941663,NA,NA,NA,NA,NA,NA,NA,-0.095735108,-0.010323282,0.948352325,0.908704693,0.98972982,0.499644409,Breast cancer,ieu-a-1131,RP11-259G18.3,"Monocyte, non-classical"
"RP11-259G18.3_T cell, CD4, TH2",Wald_ratio,1,-0.044668841,0.018353614,NA,NA,0.014941663,NA,NA,NA,NA,NA,NA,NA,-0.080641924,-0.008695758,0.956314121,0.922523966,0.991341941,0.499644409,Breast cancer,ieu-a-1131,RP11-259G18.3,"T cell, CD4, TH2"
"NUDT14_T cell, CD4, TH1",Wald_ratio,1,-0.039670688,0.019889987,NA,NA,0.04609684,NA,NA,NA,NA,NA,NA,NA,-0.078655062,-0.000686314,0.961105891,0.924358716,0.999313922,0.706486417,Breast cancer,ieu-a-1131,NUDT14,"T cell, CD4, TH1"
"NUDT14_T cell, CD4, naive TREG",Wald_ratio,1,-0.041903109,0.021009272,NA,NA,0.04609684,NA,NA,NA,NA,NA,NA,NA,-0.083081283,-0.000724935,0.958962691,0.920276341,0.999275327,0.706486417,Breast cancer,ieu-a-1131,NUDT14,"T cell, CD4, naive TREG"
"RP11-90P13.1_T cell, CD4, TH1",Wald_ratio,1,0.108313744,0.037571055,NA,NA,0.003940275,NA,NA,NA,NA,NA,NA,NA,0.034674476,0.181953012,1.114397326,1.035282645,1.199557828,0.250461011,Breast cancer,ieu-a-1131,RP11-90P13.1,"T cell, CD4, TH1"
"MROH6_T cell, CD4, TFH",Wald_ratio,1,-0.056806748,0.027831494,NA,NA,0.041241297,NA,NA,NA,NA,NA,NA,NA,-0.111356477,-0.00225702,0.944776631,0.894619781,0.997745525,0.678936744,Breast cancer,ieu-a-1131,MROH6,"T cell, CD4, TFH"
"POMZP3_T cell, CD4, TH2",Wald_ratio,1,-0.045297388,0.0216729,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.087776271,-0.002818504,0.955713222,0.915965781,0.997185464,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, TH2"
"POMZP3_Monocyte, classical",Wald_ratio,1,-0.045015541,0.021538048,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.087230115,-0.002800967,0.955982625,0.916466179,0.997202952,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"Monocyte, classical"
"POMZP3_T cell, CD8, naive activated",Wald_ratio,1,-0.044042304,0.021072395,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.085344198,-0.00274041,0.956913475,0.918196189,0.997263341,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD8, naive activated"
"POMZP3_T cell, CD4, naive TREG",Wald_ratio,1,-0.050185983,0.024011888,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.097249283,-0.003122683,0.951052528,0.907329796,0.996882187,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, naive TREG"
"POMZP3_T cell, CD4, naive",Wald_ratio,1,-0.045016671,0.021538588,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.087232304,-0.002801037,0.955981545,0.916464173,0.997202882,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, naive"
"POMZP3_T cell, CD8, naive",Wald_ratio,1,-0.047713405,0.022828863,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.092457976,-0.002968834,0.953406989,0.911687523,0.997035569,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD8, naive"
"POMZP3_T cell, CD4, TH17",Wald_ratio,1,-0.044081646,0.021091218,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.085420434,-0.002742858,0.956875829,0.918126192,0.9972609,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, TH17"
"POMZP3_T cell, CD4, memory TREG",Wald_ratio,1,-0.043707781,0.02091234,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.084695967,-0.002719595,0.957233638,0.918791585,0.997284099,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, memory TREG"
"POMZP3_T cell, CD4, TH1",Wald_ratio,1,-0.048782786,0.023340516,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.094530198,-0.003035373,0.95238798,0.90980026,0.996969229,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"T cell, CD4, TH1"
"POMZP3_Monocyte, non-classical",Wald_ratio,1,-0.04794217,0.022938317,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.092901272,-0.002983068,0.953188908,0.911283465,0.997021377,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"Monocyte, non-classical"
"POMZP3_B cell, naive",Wald_ratio,1,-0.054499582,0.026075764,NA,NA,0.036613543,NA,NA,NA,NA,NA,NA,NA,-0.105608078,-0.003391085,0.946958905,0.899777221,0.996614658,0.651188497,Breast cancer,ieu-a-1131,POMZP3,"B cell, naive"
"FBXO34_T cell, CD4, naive activated",Wald_ratio,1,0.045324448,0.016449109,NA,NA,0.005861419,NA,NA,NA,NA,NA,NA,NA,0.013084194,0.077564702,1.046367296,1.013170166,1.08065215,0.316193378,Breast cancer,ieu-a-1131,FBXO34,"T cell, CD4, naive activated"
"FBXO34_T cell, CD8, naive activated",Wald_ratio,1,0.053594022,0.019450296,NA,NA,0.005861419,NA,NA,NA,NA,NA,NA,NA,0.015471442,0.091716602,1.055056185,1.015591744,1.096054158,0.316193378,Breast cancer,ieu-a-1131,FBXO34,"T cell, CD8, naive activated"
"MED28_B cell, naive",Wald_ratio,1,-0.060565715,0.026017666,NA,NA,0.019919069,NA,NA,NA,NA,NA,NA,NA,-0.111560342,-0.009571089,0.941231914,0.894437418,0.990474568,0.562486254,Breast cancer,ieu-a-1131,MED28,"B cell, naive"
"RP11-697E2.7_B cell, naive",Wald_ratio,1,-0.055259327,0.022901288,NA,NA,0.015824627,NA,NA,NA,NA,NA,NA,NA,-0.100145852,-0.010372802,0.946239731,0.904705456,0.98968081,0.511505827,Breast cancer,ieu-a-1131,RP11-697E2.7,"B cell, naive"
"NGRN_B cell, naive",Wald_ratio,1,-0.060058065,0.024890043,NA,NA,0.015824627,NA,NA,NA,NA,NA,NA,NA,-0.10884255,-0.01127358,0.941709852,0.896871619,0.988789729,0.511505827,Breast cancer,ieu-a-1131,NGRN,"B cell, naive"
"ZNF184_T cell, CD4, TH17",Wald_ratio,1,-0.04982596,0.022967634,NA,NA,0.030052412,NA,NA,NA,NA,NA,NA,NA,-0.094842523,-0.004809397,0.951394991,0.909516151,0.995202149,0.629042852,Breast cancer,ieu-a-1131,ZNF184,"T cell, CD4, TH17"
"MSH5_Monocyte, non-classical",Wald_ratio,1,0.066846362,0.029553129,NA,NA,0.023703288,NA,NA,NA,NA,NA,NA,NA,0.00892223,0.124770494,1.069131207,1.008962152,1.132888419,0.571320379,Breast cancer,ieu-a-1131,MSH5,"Monocyte, non-classical"
"TRAM2_T cell, CD8, naive",Wald_ratio,1,0.075757396,0.029612352,NA,NA,0.010518413,NA,NA,NA,NA,NA,NA,NA,0.017717186,0.133797607,1.078700845,1.017875066,1.143161428,0.421684901,Breast cancer,ieu-a-1131,TRAM2,"T cell, CD8, naive"
"RIPK1_Monocyte, classical",Wald_ratio,1,0.095136837,0.041915669,NA,NA,0.023224571,NA,NA,NA,NA,NA,NA,NA,0.012982125,0.177291548,1.099809339,1.013066759,1.193979145,0.570810938,Breast cancer,ieu-a-1131,RIPK1,"Monocyte, classical"
"RBM44_T cell, CD4, TFH",Wald_ratio,1,0.05685365,0.025349425,NA,NA,0.024909821,NA,NA,NA,NA,NA,NA,NA,0.007168776,0.106538524,1.058500887,1.007194533,1.11242078,0.571320379,Breast cancer,ieu-a-1131,RBM44,"T cell, CD4, TFH"
"RBM44_NK cell, CD56dim CD16+",Wald_ratio,1,0.052726376,0.023509191,NA,NA,0.024909821,NA,NA,NA,NA,NA,NA,NA,0.006648361,0.098804391,1.054141167,1.00667051,1.103850355,0.571320379,Breast cancer,ieu-a-1131,RBM44,"NK cell, CD56dim CD16+"
"NMRK1_T cell, CD4, memory TREG",Wald_ratio,1,0.051386125,0.02195589,NA,NA,0.019261779,NA,NA,NA,NA,NA,NA,NA,0.008352581,0.094419668,1.052729299,1.008387561,1.099020873,0.552924723,Breast cancer,ieu-a-1131,NMRK1,"T cell, CD4, memory TREG"
"PNPLA7_T cell, CD4, TFH",Wald_ratio,1,-0.052205558,0.021762226,NA,NA,0.016444086,NA,NA,NA,NA,NA,NA,NA,-0.09485952,-0.009551595,0.949133745,0.909500692,0.990493876,0.517776979,Breast cancer,ieu-a-1131,PNPLA7,"T cell, CD4, TFH"
"GBP5_T cell, CD8, naive",Wald_ratio,1,0.034435717,0.017315135,NA,NA,0.046727253,NA,NA,NA,NA,NA,NA,NA,0.000498053,0.068373381,1.035035491,1.000498177,1.070765037,0.706486417,Breast cancer,ieu-a-1131,GBP5,"T cell, CD8, naive"
"SELL_Monocyte, classical",Wald_ratio,1,-0.048553861,0.018280239,NA,NA,0.007905377,NA,NA,NA,NA,NA,NA,NA,-0.084383129,-0.012724594,0.952606029,0.919079063,0.987356022,0.387945121,Breast cancer,ieu-a-1131,SELL,"Monocyte, classical"
"PIP4K2A_T cell, CD4, TH2",Wald_ratio,1,-0.052942696,0.020996464,NA,NA,0.011685389,NA,NA,NA,NA,NA,NA,NA,-0.094095765,-0.011789627,0.94843436,0.910195593,0.988279598,0.440770469,Breast cancer,ieu-a-1131,PIP4K2A,"T cell, CD4, TH2"
"RP11-326C3.4_T cell, CD4, naive",Wald_ratio,1,-0.049073983,0.022893637,NA,NA,0.032067809,NA,NA,NA,NA,NA,NA,NA,-0.093945511,-0.004202456,0.952110687,0.910332364,0.995806362,0.636831271,Breast cancer,ieu-a-1131,RP11-326C3.4,"T cell, CD4, naive"
"LIPA_Monocyte, non-classical",Wald_ratio,1,0.043962972,0.016187203,NA,NA,0.006609406,NA,NA,NA,NA,NA,NA,NA,0.012236054,0.07568989,1.044943662,1.012311221,1.078628029,0.34147824,Breast cancer,ieu-a-1131,LIPA,"Monocyte, non-classical"
"RP11-707O23.5_B cell, naive",Wald_ratio,1,-0.064915672,0.019393894,NA,NA,0.000816257,NA,NA,NA,NA,NA,NA,NA,-0.102927704,-0.02690364,0.937146488,0.902192196,0.973455039,0.095815568,Breast cancer,ieu-a-1131,RP11-707O23.5,"B cell, naive"
"RPS23_T cell, CD4, TH17",Wald_ratio,1,0.03870176,0.019504866,NA,NA,0.047232376,NA,NA,NA,NA,NA,NA,NA,0.000472223,0.076931296,1.039460428,1.000472335,1.079967876,0.706486417,Breast cancer,ieu-a-1131,RPS23,"T cell, CD4, TH17"
"ATP6AP1L_T cell, CD4, naive activated",Wald_ratio,1,-0.031883604,0.01606866,NA,NA,0.047232376,NA,NA,NA,NA,NA,NA,NA,-0.063378177,-0.000389031,0.968619319,0.938588454,0.999611045,0.706486417,Breast cancer,ieu-a-1131,ATP6AP1L,"T cell, CD4, naive activated"
"ATP6AP1L_T cell, CD4, TH17",Wald_ratio,1,-0.029029159,0.01463008,NA,NA,0.047232376,NA,NA,NA,NA,NA,NA,NA,-0.057704117,-0.000354202,0.971388139,0.943929199,0.999645861,0.706486417,Breast cancer,ieu-a-1131,ATP6AP1L,"T cell, CD4, TH17"
"ATP6AP1L_T cell, CD4, TH1",Wald_ratio,1,-0.029458245,0.01484633,NA,NA,0.047232376,NA,NA,NA,NA,NA,NA,NA,-0.058557053,-0.000359437,0.97097142,0.943124431,0.999640627,0.706486417,Breast cancer,ieu-a-1131,ATP6AP1L,"T cell, CD4, TH1"
"FBLN5_T cell, CD4, TH1",Wald_ratio,1,0.040100074,0.018977843,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002903503,0.077296646,1.040914938,1.002907722,1.080362514,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, TH1"
"FBLN5_T cell, CD8, naive",Wald_ratio,1,0.045342805,0.021459028,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.00328311,0.087402501,1.046386505,1.003288505,1.091335855,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD8, naive"
"FBLN5_T cell, CD4, TH2",Wald_ratio,1,0.040817403,0.019317327,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002955442,0.078679364,1.041661884,1.002959814,1.081857384,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, TH2"
"FBLN5_T cell, CD4, TFH",Wald_ratio,1,0.038383181,0.018165302,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002779189,0.073987172,1.039129331,1.002783054,1.076792993,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, TFH"
"FBLN5_T cell, CD4, TH1 TH17",Wald_ratio,1,0.039392443,0.018642948,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002852266,0.075932621,1.040178615,1.002856337,1.078889877,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, TH1 TH17"
"FBLN5_T cell, CD4, memory TREG",Wald_ratio,1,0.034600934,0.016375308,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.00250533,0.066696538,1.035206511,1.002508471,1.068971037,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, memory TREG"
"FBLN5_T cell, CD4, naive",Wald_ratio,1,0.040584759,0.019207226,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002938597,0.078230922,1.041419576,1.002942919,1.081372342,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, naive"
"FBLN5_T cell, CD4, naive TREG",Wald_ratio,1,0.03591386,0.016996666,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002600394,0.069227326,1.036566553,1.002603778,1.071679803,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, naive TREG"
"FBLN5_T cell, CD4, naive activated",Wald_ratio,1,0.040869081,0.019341784,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002959184,0.078778978,1.041715716,1.002963566,1.081965157,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, naive activated"
"FBLN5_T cell, CD4, TH17",Wald_ratio,1,0.038030541,0.017998411,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.002753655,0.073307426,1.038762957,1.00275745,1.076061296,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD4, TH17"
"FBLN5_NK cell, CD56dim CD16+",Wald_ratio,1,0.053361447,0.025253947,NA,NA,0.034601251,NA,NA,NA,NA,NA,NA,NA,0.003863711,0.102859184,1.054810835,1.003871185,1.108335326,0.644294622,Breast cancer,ieu-a-1131,FBLN5,"NK cell, CD56dim CD16+"
"FBLN5_T cell, CD8, naive activated",Wald_ratio,1,0.041625488,0.01985906,NA,NA,0.036078182,NA,NA,NA,NA,NA,NA,NA,0.00270173,0.080549245,1.042503975,1.002705383,1.083882222,0.651188497,Breast cancer,ieu-a-1131,FBLN5,"T cell, CD8, naive activated"
"CIB1_T cell, CD4, TH2",Wald_ratio,1,0.042955487,0.019286137,NA,NA,0.025929052,NA,NA,NA,NA,NA,NA,NA,0.005154658,0.080756316,1.043891427,1.005167967,1.084106685,0.579964911,Breast cancer,ieu-a-1131,CIB1,"T cell, CD4, TH2"
"CIB1_T cell, CD4, TH1 TH17",Wald_ratio,1,0.046781244,0.021003824,NA,NA,0.025929052,NA,NA,NA,NA,NA,NA,NA,0.005613749,0.087948738,1.047892751,1.005629536,1.091932146,0.579964911,Breast cancer,ieu-a-1131,CIB1,"T cell, CD4, TH1 TH17"
"CIB1_T cell, CD8, naive",Wald_ratio,1,0.042803588,0.019217937,NA,NA,0.025929052,NA,NA,NA,NA,NA,NA,NA,0.005136431,0.080470745,1.043732873,1.005149645,1.08379714,0.579964911,Breast cancer,ieu-a-1131,CIB1,"T cell, CD8, naive"
"MRPL18_T cell, CD4, memory TREG",Wald_ratio,1,0.050647862,0.023086475,NA,NA,0.028247446,NA,NA,NA,NA,NA,NA,NA,0.005398371,0.095897354,1.051952396,1.005412968,1.100646081,0.609188973,Breast cancer,ieu-a-1131,MRPL18,"T cell, CD4, memory TREG"
"SFXN3_T cell, CD8, naive",Wald_ratio,1,0.056945864,0.020942048,NA,NA,0.006543769,NA,NA,NA,NA,NA,NA,NA,0.01589945,0.097992278,1.058598501,1.016026519,1.102954268,0.340484819,Breast cancer,ieu-a-1131,SFXN3,"T cell, CD8, naive"
"SFXN3_T cell, CD4, TFH",Wald_ratio,1,0.056870498,0.020914332,NA,NA,0.006543769,NA,NA,NA,NA,NA,NA,NA,0.015878408,0.097862587,1.058518721,1.01600514,1.102811234,0.340484819,Breast cancer,ieu-a-1131,SFXN3,"T cell, CD4, TFH"
"SFXN3_T cell, CD4, naive TREG",Wald_ratio,1,0.056757032,0.020872604,NA,NA,0.006543769,NA,NA,NA,NA,NA,NA,NA,0.015846728,0.097667336,1.058398622,1.015972953,1.102595931,0.340484819,Breast cancer,ieu-a-1131,SFXN3,"T cell, CD4, naive TREG"
"RQCD1_NK cell, CD56dim CD16+",Wald_ratio,1,0.052974231,0.022939734,NA,NA,0.02092814,NA,NA,NA,NA,NA,NA,NA,0.008012352,0.09793611,1.054402474,1.008044537,1.102892319,0.565496653,Breast cancer,ieu-a-1131,RQCD1,"NK cell, CD56dim CD16+"
"OCEL1_Monocyte, non-classical",Wald_ratio,1,0.057978067,0.022736497,NA,NA,0.010772292,NA,NA,NA,NA,NA,NA,NA,0.013414533,0.102541601,1.059691753,1.013504912,1.107983394,0.424208048,Breast cancer,ieu-a-1131,OCEL1,"Monocyte, non-classical"
"OCEL1_T cell, CD4, naive TREG",Wald_ratio,1,-0.057006759,0.022355592,NA,NA,0.010772292,NA,NA,NA,NA,NA,NA,NA,-0.100823719,-0.013189799,0.944587685,0.904092393,0.986896805,0.424208048,Breast cancer,ieu-a-1131,OCEL1,"T cell, CD4, naive TREG"
"OCEL1_T cell, CD4, TFH",Wald_ratio,1,-0.052439396,0.020564469,NA,NA,0.010772292,NA,NA,NA,NA,NA,NA,NA,-0.092745756,-0.012133037,0.948911827,0.911425195,0.987940272,0.424208048,Breast cancer,ieu-a-1131,OCEL1,"T cell, CD4, TFH"
"OCEL1_T cell, CD8, naive",Wald_ratio,1,-0.055832607,0.02189514,NA,NA,0.010772292,NA,NA,NA,NA,NA,NA,NA,-0.098747081,-0.012918133,0.945697426,0.905971816,0.987164948,0.424208048,Breast cancer,ieu-a-1131,OCEL1,"T cell, CD8, naive"
"OCEL1_T cell, CD4, naive",Wald_ratio,1,-0.061351983,0.024059601,NA,NA,0.010772292,NA,NA,NA,NA,NA,NA,NA,-0.108508802,-0.014195165,0.940492144,0.897170998,0.985905112,0.424208048,Breast cancer,ieu-a-1131,OCEL1,"T cell, CD4, naive"
"ZNF528_T cell, CD4, TH2",Wald_ratio,1,-0.044060941,0.021042557,NA,NA,0.036269182,NA,NA,NA,NA,NA,NA,NA,-0.085304353,-0.002817529,0.956895641,0.918232775,0.997186436,0.651188497,Breast cancer,ieu-a-1131,ZNF528,"T cell, CD4, TH2"
"ZNF528_T cell, CD4, TH17",Wald_ratio,1,-0.043348225,0.020702179,NA,NA,0.036269182,NA,NA,NA,NA,NA,NA,NA,-0.083924497,-0.002771954,0.957577879,0.919500678,0.997231885,0.651188497,Breast cancer,ieu-a-1131,ZNF528,"T cell, CD4, TH17"
"ZNF528_T cell, CD4, TH1",Wald_ratio,1,-0.04146559,0.019803073,NA,NA,0.036269182,NA,NA,NA,NA,NA,NA,NA,-0.080279614,-0.002651566,0.959382347,0.922858266,0.997351946,0.651188497,Breast cancer,ieu-a-1131,ZNF528,"T cell, CD4, TH1"
"ZNF528_T cell, CD4, TFH",Wald_ratio,1,-0.045669335,0.021810692,NA,NA,0.036269182,NA,NA,NA,NA,NA,NA,NA,-0.088418291,-0.00292038,0.955357813,0.915377903,0.99708388,0.651188497,Breast cancer,ieu-a-1131,ZNF528,"T cell, CD4, TFH"
"INTU_T cell, CD4, naive TREG",Wald_ratio,1,-0.041613537,0.019514699,NA,NA,0.032972327,NA,NA,NA,NA,NA,NA,NA,-0.079862348,-0.003364726,0.95924042,0.923243424,0.996640928,0.636831271,Breast cancer,ieu-a-1131,INTU,"T cell, CD4, naive TREG"
"INTU_T cell, CD8, naive",Wald_ratio,1,-0.042751172,0.020048194,NA,NA,0.032972327,NA,NA,NA,NA,NA,NA,NA,-0.082045633,-0.003456711,0.958149775,0.921229919,0.996549256,0.636831271,Breast cancer,ieu-a-1131,INTU,"T cell, CD8, naive"
"INTU_T cell, CD4, naive",Wald_ratio,1,-0.038198428,0.017913181,NA,NA,0.032972327,NA,NA,NA,NA,NA,NA,NA,-0.073308263,-0.003088592,0.962521931,0.929314313,0.996916172,0.636831271,Breast cancer,ieu-a-1131,INTU,"T cell, CD4, naive"
"INTU_T cell, CD4, TH2",Wald_ratio,1,-0.042807262,0.020074498,NA,NA,0.032972327,NA,NA,NA,NA,NA,NA,NA,-0.082153277,-0.003461247,0.958096034,0.92113076,0.996544737,0.636831271,Breast cancer,ieu-a-1131,INTU,"T cell, CD4, TH2"
"FAM118A_Monocyte, non-classical",Wald_ratio,1,-0.041873986,0.021137155,NA,NA,0.047584477,NA,NA,NA,NA,NA,NA,NA,-0.083302811,-0.000445161,0.958990619,0.920072497,0.999554938,0.707403279,Breast cancer,ieu-a-1131,FAM118A,"Monocyte, non-classical"
"FAM118A_Monocyte, classical",Wald_ratio,1,-0.040604714,0.020496452,NA,NA,0.047584477,NA,NA,NA,NA,NA,NA,NA,-0.08077776,-0.000431668,0.960208612,0.922398662,0.999568425,0.707403279,Breast cancer,ieu-a-1131,FAM118A,"Monocyte, classical"
"FAM118A_T cell, CD4, naive activated",Wald_ratio,1,-0.041989733,0.021195582,NA,NA,0.047584477,NA,NA,NA,NA,NA,NA,NA,-0.083533075,-0.000446392,0.958879625,0.919860662,0.999553708,0.707403279,Breast cancer,ieu-a-1131,FAM118A,"T cell, CD4, naive activated"
"FAM118A_T cell, CD8, naive activated",Wald_ratio,1,-0.041349107,0.020872207,NA,NA,0.047584477,NA,NA,NA,NA,NA,NA,NA,-0.082258632,-0.000439581,0.959494106,0.921033719,0.999560515,0.707403279,Breast cancer,ieu-a-1131,FAM118A,"T cell, CD8, naive activated"
"RP11-460N20.5_NK cell, CD56dim CD16+",Wald_ratio,1,-0.045811967,0.019822486,NA,NA,0.020826718,NA,NA,NA,NA,NA,NA,NA,-0.084664039,-0.006959895,0.955221558,0.918820921,0.993064269,0.565496653,Breast cancer,ieu-a-1131,RP11-460N20.5,"NK cell, CD56dim CD16+"
"CPNE1_Monocyte, non-classical",Wald_ratio,1,-0.067673568,0.022478706,NA,NA,0.002607635,NA,NA,NA,NA,NA,NA,NA,-0.11173183,-0.023615305,0.934565496,0.894284045,0.976661354,0.200323724,Breast cancer,ieu-a-1131,CPNE1,"Monocyte, non-classical"
"RP11-707O23.5_T cell, CD4, naive activated",Wald_ratio,1,-0.070127658,0.021679523,NA,NA,0.001217528,NA,NA,NA,NA,NA,NA,NA,-0.112619522,-0.027635793,0.9322748,0.893490549,0.972742582,0.132280482,Breast cancer,ieu-a-1131,RP11-707O23.5,"T cell, CD4, naive activated"
"LRRC37A4P_T cell, CD4, TH1",Wald_ratio,1,0.064554536,0.017464818,NA,NA,0.000218797,NA,NA,NA,NA,NA,NA,NA,0.030323494,0.098785579,1.06668375,1.030787933,1.10382959,0.051792489,Breast cancer,ieu-a-1131,LRRC37A4P,"T cell, CD4, TH1"
"RP11-707O23.5_T cell, CD4, TFH",Wald_ratio,1,-0.045711439,0.013502995,NA,NA,0.000711053,NA,NA,NA,NA,NA,NA,NA,-0.072177309,-0.019245568,0.95531759,0.930365919,0.980938446,0.092329948,Breast cancer,ieu-a-1131,RP11-707O23.5,"T cell, CD4, TFH"
"RP11-707O23.5_T cell, CD4, TH2",Wald_ratio,1,-0.04862817,0.014364587,NA,NA,0.000711053,NA,NA,NA,NA,NA,NA,NA,-0.076782761,-0.020473579,0.952535245,0.926091014,0.979734582,0.092329948,Breast cancer,ieu-a-1131,RP11-707O23.5,"T cell, CD4, TH2"
