id,gene,cell,nsnp,b,se,CIlower,Ciupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4(PWCOCO),ldcheck,H4 (conventional coloc)
"DND1P1_T cell, CD4, TH1",DND1P1,"T cell, CD4, TH1",1,0.103307876,0.01499711,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.073913542,0.132702211,1.10883274,1.07671371,1.1419099,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.319789551,0.764858692,0.996455
"KANSL1-AS1_Monocyte, non-classical",KANSL1-AS1,"Monocyte, non-classical",1,0.112482149,0.01632893,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.080477445,0.144486852,1.11905228,1.083804401,1.155446503,1.25E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_Monocyte, non-classical_Ovarian cancer_ieu-a-1120",0.468159858,0.764858692,1
"KANSL1-AS1_T cell, CD4, TH17",KANSL1-AS1,"T cell, CD4, TH17",1,0.111109924,0.016129726,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.079495661,0.142724186,1.117517742,1.082740862,1.15341163,1.25E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, TH17_Ovarian cancer_ieu-a-1120",0.302169593,0.764858692,1
"DND1P1_T cell, CD8, naive",DND1P1,"T cell, CD8, naive",1,0.110795161,0.016084032,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.079270459,0.142319863,1.117166044,1.082497053,1.152945374,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD8, naive_Ovarian cancer_ieu-a-1120",0.172186479,0.764858692,1
"KANSL1-AS1_T cell, CD4, memory TREG",KANSL1-AS1,"T cell, CD4, memory TREG",1,0.107219933,0.015565019,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.076712496,0.137727371,1.113179053,1.079731604,1.147662622,1.25E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.296168586,0.764858692,1
"KANSL1-AS1_T cell, CD4, naive activated",KANSL1-AS1,"T cell, CD4, naive activated",1,0.114993012,0.01669343,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.082273889,0.147712134,1.121865598,1.085753145,1.159179161,1.25E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, naive activated_Ovarian cancer_ieu-a-1120",0.294850417,0.764858692,0.992612
"DND1P1_T cell, CD4, TH2",DND1P1,"T cell, CD4, TH2",1,0.115424773,0.016756108,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.082582801,0.148266746,1.12235008,1.086088599,1.159822232,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.298297672,0.764858692,0.995277
"RP11-259G18.3_T cell, CD4, TH1",RP11-259G18.3,"T cell, CD4, TH1",1,0.100238242,0.014551494,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.071717314,0.128759169,1.105434247,1.074351597,1.137416166,1.25E-09,Ovarian cancer,ieu-a-1120,"RP11-259G18.3_T cell, CD4, TH1_Ovarian cancer_ieu-a-1120",0.320116148,0.764858692,0.996455
"KANSL1-AS1_T cell, CD4, TH1 TH17",KANSL1-AS1,"T cell, CD4, TH1 TH17",1,0.11196234,0.01625347,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.080105539,0.143819142,1.118470738,1.083401402,1.154675257,1.25E-09,Ovarian cancer,ieu-a-1120,"KANSL1-AS1_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.303260887,0.764858692,0.998511
"DND1P1_T cell, CD4, TH1 TH17",DND1P1,"T cell, CD4, TH1 TH17",1,0.109483385,0.015893603,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.078331924,0.140634846,1.115701534,1.081481569,1.151004278,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, TH1 TH17_Ovarian cancer_ieu-a-1120",0.316542564,0.764858692,0.9972
"DND1P1_T cell, CD4, memory TREG",DND1P1,"T cell, CD4, memory TREG",1,0.114110472,0.016565312,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.081642459,0.146578484,1.120875943,1.085067784,1.157865801,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, memory TREG_Ovarian cancer_ieu-a-1120",0.296168586,0.764858692,1
"DND1P1_T cell, CD4, naive TREG",DND1P1,"T cell, CD4, naive TREG",1,0.110191572,0.015996409,NA,NA,5.64E-12,NA,NA,NA,NA,NA,NA,NA,0.07883861,0.141544535,1.116491939,1.082029679,1.15205181,1.25E-09,Ovarian cancer,ieu-a-1120,"DND1P1_T cell, CD4, naive TREG_Ovarian cancer_ieu-a-1120",0.276228022,0.764858692,1
"PRC1-AS1_T cell, CD4, TH2",PRC1-AS1,"T cell, CD4, TH2",1,0.10326633,0.01970035,NA,NA,1.59E-07,NA,NA,NA,NA,NA,NA,NA,0.064653644,0.141879017,1.108786673,1.066789471,1.152437215,2.29E-05,Ovarian cancer,ieu-a-1120,"PRC1-AS1_T cell, CD4, TH2_Ovarian cancer_ieu-a-1120",0.914160727,1,0.914161
"ARL17B_Monocyte, classical",ARL17B,"Monocyte, classical",1,-0.09074424,0.017656119,NA,NA,2.75E-07,NA,NA,NA,NA,NA,NA,NA,-0.125350233,-0.056138246,0.913251254,0.882187877,0.945408427,3.85E-05,Ovarian cancer,ieu-a-1120,"ARL17B_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.284020473,0.42865566,1
"ABO_Monocyte, classical",ABO,"Monocyte, classical",1,-0.069267081,0.016072176,NA,NA,1.63E-05,NA,NA,NA,NA,NA,NA,NA,-0.100768545,-0.037765617,0.933077439,0.904142277,0.96293861,0.001906259,Ovarian cancer,ieu-a-1120,"ABO_Monocyte, classical_Ovarian cancer_ieu-a-1120",0.119274247,0.983845772,0.610069
"HOXB4_B cell, naive",HOXB4,"B cell, naive",1,-0.08336435,0.016799384,NA,NA,6.96E-07,NA,NA,NA,NA,NA,NA,NA,-0.116291142,-0.050437558,0.920015878,0.890216006,0.950813298,8.75E-05,Ovarian cancer,ieu-a-1120,"HOXB4_B cell, naive_Ovarian cancer_ieu-a-1120",0.000316264,0.99355442,0.00964841
"GTF2A2_Monocyte, non-classical",GTF2A2,"Monocyte, non-classical",1,-0.043754938,0.010135325,NA,NA,1.58E-05,NA,NA,NA,NA,NA,NA,NA,-0.063620174,-0.023889702,0.9571885,0.938361346,0.976393399,0.000984894,Prostate cancer,ieu-b-85,"GTF2A2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.058761658,0.987221088,1
"LMTK2_T cell, CD4, naive activated",LMTK2,"T cell, CD4, naive activated",1,-0.054154356,0.013352107,NA,NA,4.99E-05,NA,NA,NA,NA,NA,NA,NA,-0.080324485,-0.027984226,0.947285876,0.922816857,0.972403705,0.002701685,Prostate cancer,ieu-b-85,"LMTK2_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.268308948,1,0.268309
"TMEM156_NK cell, CD56dim CD16+",TMEM156,"NK cell, CD56dim CD16+",1,0.035957268,0.010972254,NA,NA,0.001048761,NA,NA,NA,NA,NA,NA,NA,0.014451649,0.057462886,1.036611549,1.014556579,1.059145961,0.029247919,Prostate cancer,ieu-b-85,"TMEM156_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.123436123,0.996007992,1
"DNMT3B_T cell, CD4, naive TREG",DNMT3B,"T cell, CD4, naive TREG",1,0.040522668,0.008660517,NA,NA,2.88E-06,NA,NA,NA,NA,NA,NA,NA,0.023548054,0.057497282,1.041354914,1.023827498,1.059182391,0.000243756,Prostate cancer,ieu-b-85,"DNMT3B_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.786826574,1,0.792485
"RBM23_Monocyte, classical",RBM23,"Monocyte, classical",1,-0.03746803,0.010537884,NA,NA,0.000377181,NA,NA,NA,NA,NA,NA,NA,-0.058122282,-0.016813779,0.963225211,0.943534563,0.983326784,0.012911661,Prostate cancer,ieu-b-85,"RBM23_Monocyte, classical_Prostate cancer_ieu-b-85",0.014509027,1,0.735089
"CTD-2540F13.2_NK cell, CD56dim CD16+",CTD-2540F13.2,"NK cell, CD56dim CD16+",1,0.059614824,0.015193411,NA,NA,8.72E-05,NA,NA,NA,NA,NA,NA,NA,0.029835739,0.089393909,1.061427631,1.030285284,1.093511316,0.004316559,Prostate cancer,ieu-b-85,"CTD-2540F13.2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.898691098,0.977731373,0.898691
"RETSAT_Monocyte, classical",RETSAT,"Monocyte, classical",1,0.029615242,0.009226287,NA,NA,0.00132792,NA,NA,NA,NA,NA,NA,NA,0.011531719,0.047698764,1.030058134,1.011598466,1.048854655,0.035408869,Prostate cancer,ieu-b-85,"RETSAT_Monocyte, classical_Prostate cancer_ieu-b-85",9.72E-18,0.940246334,1
"RP11-333I13.1_B cell, naive",RP11-333I13.1,"B cell, naive",1,0.032508289,0.010121629,NA,NA,0.001319224,NA,NA,NA,NA,NA,NA,NA,0.012669897,0.052346681,1.033042456,1.012750501,1.053740991,0.035238808,Prostate cancer,ieu-b-85,"RP11-333I13.1_B cell, naive_Prostate cancer_ieu-b-85",0.006110928,0.941045506,0.00618253
"ZBTB32_T cell, CD4, TFH",ZBTB32,"T cell, CD4, TFH",1,-0.036120592,0.01004763,NA,NA,0.00032447,NA,NA,NA,NA,NA,NA,NA,-0.055813946,-0.016427238,0.964523972,0.945715073,0.983706953,0.011389437,Prostate cancer,ieu-b-85,"ZBTB32_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.519588217,0.991890508,0.971052
"TRAF1_T cell, CD4, memory TREG",TRAF1,"T cell, CD4, memory TREG",1,0.034894234,0.011084051,NA,NA,0.001643084,NA,NA,NA,NA,NA,NA,NA,0.013169495,0.056618974,1.035510182,1.013256594,1.058252512,0.041483776,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.004827252,0.959183226,1
"CRY1_Monocyte, classical",CRY1,"Monocyte, classical",1,-0.03564225,0.010719474,NA,NA,0.000884185,NA,NA,NA,NA,NA,NA,NA,-0.056652418,-0.014632082,0.964985455,0.94492245,0.985474447,0.025646437,Prostate cancer,ieu-b-85,"CRY1_Monocyte, classical_Prostate cancer_ieu-b-85",0.008376157,0.936481998,0.272668
"LAMC1_B cell, naive",LAMC1,"B cell, naive",1,-0.036963163,0.009297483,NA,NA,7.02E-05,NA,NA,NA,NA,NA,NA,NA,-0.05518623,-0.018740097,0.963711635,0.946308901,0.981434407,0.003679162,Prostate cancer,ieu-b-85,"LAMC1_B cell, naive_Prostate cancer_ieu-b-85",0.20397678,1,0.214827
"CASP8_T cell, CD4, memory TREG",CASP8,"T cell, CD4, memory TREG",1,0.035127129,0.006938692,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021527292,0.048726966,1.035751374,1.021760676,1.049933644,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.957093913,0.991516071,0.957094
"CASP8_B cell, naive",CASP8,"B cell, naive",1,0.050539892,0.009983189,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.030972843,0.070106942,1.051838823,1.031457492,1.072622883,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_B cell, naive_Prostate cancer_ieu-b-85",0.208952897,0.991516071,0.208953
"CASP8_Monocyte, classical",CASP8,"Monocyte, classical",1,0.034889719,0.006891796,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021381798,0.04839764,1.035505506,1.021612027,1.049587931,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_Monocyte, classical_Prostate cancer_ieu-b-85",0.931578176,0.991516071,0.931578
"CASP8_T cell, CD4, TH2",CASP8,"T cell, CD4, TH2",1,0.037805458,0.007467745,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.023168678,0.052442237,1.038529175,1.023439157,1.053841688,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.933361166,0.991516071,0.933361
"CASP8_T cell, CD4, naive",CASP8,"T cell, CD4, naive",1,0.036464872,0.007202938,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022347114,0.05058263,1.037137871,1.022598681,1.051883777,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, naive_Prostate cancer_ieu-b-85",4.96E-05,0.991516071,1
"CASP8_T cell, CD4, TH1 TH17",CASP8,"T cell, CD4, TH1 TH17",1,0.036809708,0.007271053,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022558443,0.051060973,1.037495575,1.022814809,1.052387058,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.885124118,0.991516071,0.885124
"CASP8_T cell, CD4, TFH",CASP8,"T cell, CD4, TFH",1,0.035291679,0.006971196,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.021628135,0.048955223,1.035921822,1.021863719,1.050173326,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.956771764,0.991516071,0.956772
"CASP8_T cell, CD4, TH17",CASP8,"T cell, CD4, TH17",1,0.036339663,0.007178205,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022270381,0.050408945,1.03700802,1.022520217,1.051701096,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.933211638,0.991516071,0.933212
"CASP8_T cell, CD4, naive TREG",CASP8,"T cell, CD4, naive TREG",1,0.037419794,0.007391564,NA,NA,4.14E-07,NA,NA,NA,NA,NA,NA,NA,0.022932328,0.05190726,1.038128729,1.023197295,1.053278057,5.62E-05,Prostate cancer,ieu-b-85,"CASP8_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.957093913,0.991516071,0.957094
"CASP8_Monocyte, non-classical",CASP8,"Monocyte, non-classical",1,0.037335568,0.007186659,NA,NA,2.05E-07,NA,NA,NA,NA,NA,NA,NA,0.023249717,0.051421418,1.038041295,1.023522098,1.052766455,3.31E-05,Prostate cancer,ieu-b-85,"CASP8_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.833234005,1,0.833234
"CASP8_NK cell, CD56dim CD16+",CASP8,"NK cell, CD56dim CD16+",1,0.039647222,0.007631625,NA,NA,2.05E-07,NA,NA,NA,NA,NA,NA,NA,0.024689237,0.054605206,1.040443663,1.02499654,1.056123581,3.31E-05,Prostate cancer,ieu-b-85,"CASP8_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.961237641,1,0.961238
"TRAF1_T cell, CD4, TFH",TRAF1,"T cell, CD4, TFH",1,0.028981846,0.009356344,NA,NA,0.001951203,NA,NA,NA,NA,NA,NA,NA,0.010643412,0.04732028,1.029405906,1.010700254,1.048457755,0.04775576,Prostate cancer,ieu-b-85,"TRAF1_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.004182984,0.947599062,1
"C5_B cell, naive",C5,"B cell, naive",1,-0.034119217,0.010538754,NA,NA,0.001205819,NA,NA,NA,NA,NA,NA,NA,-0.054775175,-0.013463258,0.96645628,0.946697966,0.986626966,0.032962678,Prostate cancer,ieu-b-85,"C5_B cell, naive_Prostate cancer_ieu-b-85",0.004166668,0.786635956,1
"NCAPD2_T cell, CD4, naive TREG",NCAPD2,"T cell, CD4, naive TREG",1,-0.030822759,0.009578765,NA,NA,0.00129168,NA,NA,NA,NA,NA,NA,NA,-0.049597139,-0.012048379,0.969647419,0.951612715,0.988023912,0.034563824,Prostate cancer,ieu-b-85,"NCAPD2_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.004457486,0.987080003,0.0119716
"RP1-228P16.1_T cell, CD4, TH1",RP1-228P16.1,"T cell, CD4, TH1",1,-0.034839621,0.009867869,NA,NA,0.000414599,NA,NA,NA,NA,NA,NA,NA,-0.054180645,-0.015498597,0.965760292,0.947260973,0.984620889,0.013728739,Prostate cancer,ieu-b-85,"RP1-228P16.1_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.413399625,0.905289452,0.83127
"C10orf32_T cell, CD4, TFH",C10orf32,"T cell, CD4, TFH",1,0.045684071,0.010308201,NA,NA,9.34E-06,NA,NA,NA,NA,NA,NA,NA,0.025479998,0.065888144,1.046743662,1.025807388,1.068107237,0.00065448,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.042815439,0.995560937,0.132377
"C10orf32_T cell, CD4, TH2",C10orf32,"T cell, CD4, TH2",1,0.033677425,0.009315032,NA,NA,0.000299902,NA,NA,NA,NA,NA,NA,NA,0.015419961,0.051934888,1.034250929,1.015539462,1.053307158,0.011118228,Prostate cancer,ieu-b-85,"C10orf32_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.001161355,1,0.961906
"RAB7L1_T cell, CD4, memory TREG",RAB7L1,"T cell, CD4, memory TREG",1,-0.055265732,0.012093443,NA,NA,4.88E-06,NA,NA,NA,NA,NA,NA,NA,-0.078968879,-0.031562585,0.94623367,0.924068682,0.968930314,0.000370836,Prostate cancer,ieu-b-85,"RAB7L1_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.783420039,1,0.99389
"AGAP7_T cell, CD4, TH1 TH17",AGAP7,"T cell, CD4, TH1 TH17",1,-0.195581371,0.009828835,NA,NA,4.17E-88,NA,NA,NA,NA,NA,NA,NA,-0.214845887,-0.176316855,0.822356425,0.806665748,0.838352305,3.17E-84,Prostate cancer,ieu-b-85,"AGAP7_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.011906719,1,0.0131687
"POLI_T cell, CD8, naive",POLI,"T cell, CD8, naive",1,-0.039213483,0.007823139,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054546835,-0.023880131,0.961545414,0.946914159,0.976402743,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.967822805,1,0.967823
"POLI_T cell, CD4, TH1",POLI,"T cell, CD4, TH1",1,-0.039176529,0.007815766,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054495431,-0.023857627,0.961580947,0.946962836,0.976424717,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.940711293,1,0.940711
"POLI_T cell, CD4, TFH",POLI,"T cell, CD4, TFH",1,-0.045418063,0.00906096,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.063177546,-0.027658581,0.955597898,0.938776783,0.972720415,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TFH_Prostate cancer_ieu-b-85",0.980470799,1,0.980471
"POLI_T cell, CD4, naive TREG",POLI,"T cell, CD4, naive TREG",1,-0.035515557,0.007085398,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.049402937,-0.021628177,0.96510772,0.951797538,0.978604035,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.967831112,1,0.967831
"POLI_T cell, CD4, TH1 TH17",POLI,"T cell, CD4, TH1 TH17",1,-0.038730091,0.007726701,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.053874426,-0.023585756,0.962010329,0.947551087,0.976690214,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.944783112,1,0.944783
"POLI_Monocyte, classical",POLI,"Monocyte, classical",1,-0.040556181,0.008091009,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.056414558,-0.024697804,0.960255215,0.945147236,0.975604691,6.45E-05,Prostate cancer,ieu-b-85,"POLI_Monocyte, classical_Prostate cancer_ieu-b-85",0.927587204,1,0.927587
"POLI_T cell, CD4, TH17",POLI,"T cell, CD4, TH17",1,-0.039117956,0.007804081,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.054413955,-0.023821957,0.961637271,0.947039993,0.976459546,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.944786716,1,0.944787
"POLI_T cell, CD4, TH2",POLI,"T cell, CD4, TH2",1,-0.038771578,0.007734978,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.053932134,-0.023611021,0.96197042,0.947496407,0.976665539,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.944784914,1,0.944785
"POLI_T cell, CD8, naive activated",POLI,"T cell, CD8, naive activated",1,-0.04828515,0.009632948,NA,NA,5.37E-07,NA,NA,NA,NA,NA,NA,NA,-0.067165728,-0.029404573,0.952862039,0.935040226,0.971023535,6.45E-05,Prostate cancer,ieu-b-85,"POLI_T cell, CD8, naive activated_Prostate cancer_ieu-b-85",0.980599946,1,0.9806
"SESN1_T cell, CD4, naive TREG",SESN1,"T cell, CD4, naive TREG",1,0.053878485,0.009446748,NA,NA,1.17E-08,NA,NA,NA,NA,NA,NA,NA,0.035362859,0.07239411,1.055356352,1.035995561,1.07507896,3.13E-06,Prostate cancer,ieu-b-85,"SESN1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.74015609,0.991362732,0.740156
"RP11-787I22.3_T cell, CD4, naive TREG",RP11-787I22.3,"T cell, CD4, naive TREG",1,0.059283217,0.010394383,NA,NA,1.17E-08,NA,NA,NA,NA,NA,NA,NA,0.038910227,0.079656207,1.061075713,1.039677144,1.082914706,3.13E-06,Prostate cancer,ieu-b-85,"RP11-787I22.3_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.74015609,0.991362732,0.740156
"MAP2K1_T cell, CD4, naive TREG",MAP2K1,"T cell, CD4, naive TREG",1,-0.048845537,0.008302858,NA,NA,4.03E-09,NA,NA,NA,NA,NA,NA,NA,-0.065119139,-0.032571935,0.952328218,0.936955829,0.967952817,1.38E-06,Prostate cancer,ieu-b-85,"MAP2K1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.919457983,1,0.919458
"PFKM_NK cell, CD56dim CD16+",PFKM,"NK cell, CD56dim CD16+",1,0.036363017,0.009548909,NA,NA,0.00014005,NA,NA,NA,NA,NA,NA,NA,0.017647155,0.055078878,1.037032238,1.017803786,1.056623956,0.006248768,Prostate cancer,ieu-b-85,"PFKM_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.922532217,0.986990589,0.922532
"HCG4_T cell, CD4, TH17",HCG4,"T cell, CD4, TH17",1,0.033390564,0.009507822,NA,NA,0.000444907,NA,NA,NA,NA,NA,NA,NA,0.014755234,0.052025895,1.033954286,1.01486463,1.05340302,0.014542253,Prostate cancer,ieu-b-85,"HCG4_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.27E-09,1,1
"HCG4_T cell, CD4, TH1 TH17",HCG4,"T cell, CD4, TH1 TH17",1,0.029700423,0.008457069,NA,NA,0.000444907,NA,NA,NA,NA,NA,NA,NA,0.013124566,0.046276279,1.030145879,1.013211072,1.047363735,0.014542253,Prostate cancer,ieu-b-85,"HCG4_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.25E-08,1,1
"C10orf32_Monocyte, non-classical",C10orf32,"Monocyte, non-classical",1,0.041270987,0.009148229,NA,NA,6.44E-06,NA,NA,NA,NA,NA,NA,NA,0.023340459,0.059201516,1.042134473,1.023614979,1.060989025,0.000475243,Prostate cancer,ieu-b-85,"C10orf32_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.000581244,0.995529009,0.000581244
"NSUN4_B cell, naive",NSUN4,"B cell, naive",1,0.033525478,0.007468967,NA,NA,7.17E-06,NA,NA,NA,NA,NA,NA,NA,0.018886302,0.048164654,1.03409379,1.019065777,1.04934342,0.000515911,Prostate cancer,ieu-b-85,"NSUN4_B cell, naive_Prostate cancer_ieu-b-85",0.804712006,1,0.804712
"CTSK_T cell, CD4, naive activated",CTSK,"T cell, CD4, naive activated",1,-0.048122386,0.010444144,NA,NA,4.07E-06,NA,NA,NA,NA,NA,NA,NA,-0.068592908,-0.027651863,0.953017144,0.933706707,0.97272695,0.000314282,Prostate cancer,ieu-b-85,"CTSK_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",0.744918019,1,0.744918
"ECHDC2_NK cell, CD56dim CD16+",ECHDC2,"NK cell, CD56dim CD16+",1,0.037988879,0.00949722,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.019374328,0.056603429,1.038719681,1.019563228,1.058236062,0.003366232,Prostate cancer,ieu-b-85,"ECHDC2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",0.891654874,1,0.891655
"ECHDC2_T cell, CD4, TH1",ECHDC2,"T cell, CD4, TH1",1,0.034668491,0.008667123,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.01768093,0.051656051,1.035276448,1.017838163,1.053013497,0.003366232,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.892166264,1,0.892166
"ECHDC2_T cell, CD4, TH17",ECHDC2,"T cell, CD4, TH17",1,0.037099564,0.009274891,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.018920778,0.055278351,1.037796343,1.01910091,1.056834744,0.003366232,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",0.88810081,1,0.888101
"ECHDC2_T cell, CD4, memory TREG",ECHDC2,"T cell, CD4, memory TREG",1,0.031740564,0.007935141,NA,NA,6.33E-05,NA,NA,NA,NA,NA,NA,NA,0.016187688,0.04729344,1.032249668,1.016319418,1.048429615,0.003366232,Prostate cancer,ieu-b-85,"ECHDC2_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.885552897,1,0.885553
"RP11-503G7.2_B cell, naive",RP11-503G7.2,"B cell, naive",1,0.05698623,0.009551364,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.038265556,0.075706904,1.058641233,1.03900711,1.078646381,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_B cell, naive_Prostate cancer_ieu-b-85",0.995143117,0.890867924,0.995143
"RP11-503G7.2_T cell, CD8, naive",RP11-503G7.2,"T cell, CD8, naive",1,0.053817941,0.009020333,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.036138089,0.071497794,1.05529246,1.036799007,1.074115781,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.976450886,0.890867924,0.976451
"RP11-503G7.2_Monocyte, non-classical",RP11-503G7.2,"Monocyte, non-classical",1,0.050118513,0.008400278,NA,NA,2.43E-09,NA,NA,NA,NA,NA,NA,NA,0.033653968,0.066583057,1.051395693,1.034226669,1.068849736,9.46E-07,Prostate cancer,ieu-b-85,"RP11-503G7.2_Monocyte, non-classical_Prostate cancer_ieu-b-85",0.953488944,0.890867924,0.953489
